transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,gender,job_title,wealth_segment,deceased_indicator,owns_car,tenure,Age,postcode,job_title_transaction_count,postcode_transaction_count,age_transaction_count,tenure_transaction_count,recency,frequency,total_monetary_value
12634,54,2622,2017-12-14,True,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,2009-04-12,Male,Staff Accountant I,Mass Customer,N,No,16.0,38.0,4405.0,6.333333333333333,8.333333333333334,5.722222222222222,5.675531914893617,16,7,6595.22
12635,34,1702,2017-03-08,False,Approved,Norco Bicycles,Road,high,large,774.53,464.72,2003-03-18,Male,Research Nurse,Mass Customer,N,No,17.0,0.0,2768.0,6.258064516129032,5.5,5.730803177405119,5.933734939759036,14,7,5682.53
12636,72,1747,2017-05-29,False,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,2016-12-06,Male,Research Assistant II,Affluent Customer,N,No,14.0,30.0,4075.0,6.428571428571429,3.75,5.651515151515151,5.5683060109289615,190,4,2839.33
12637,0,1731,2017-11-11,False,Approved,Solex,Standard,medium,medium,71.49,53.62,2012-12-02,Female,Health Coach III,High Net Worth,N,Yes,19.0,0.0,4161.0,7.0,6.25,5.730803177405119,5.978571428571429,43,11,8015.92
12638,16,675,2017-09-22,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,1996-04-05,Female,Administrative Assistant I,Mass Customer,N,Yes,17.0,41.0,2048.0,5.0,4.25,5.782608695652174,5.933734939759036,0,3,4204.51
12640,15,231,2017-01-29,True,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,1994-09-09,Male,Design Engineer,Mass Customer,N,Yes,3.0,22.0,2226.0,6.1,6.571428571428571,6.186046511627907,5.767605633802817,45,4,5338.64
12641,94,1247,2017-06-18,False,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,2013-06-09,Female,Geologist I,Affluent Customer,N,No,11.0,0.0,4820.0,6.7,6.25,5.730803177405119,5.649484536082475,90,4,5835.85
12642,60,2916,2017-11-12,False,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,2010-11-05,Male,Product Engineer,Affluent Customer,N,Yes,9.0,0.0,4220.0,5.333333333333333,5.1,5.730803177405119,5.718390804597701,24,7,8475.59
12643,92,3263,2017-01-12,True,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,2003-01-05,Female,Business Systems Development Analyst,Affluent Customer,N,No,5.0,36.0,2135.0,5.525,5.2,5.871428571428571,5.62051282051282,23,5,4721.62
12645,0,453,2017-10-27,True,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,2004-12-18,U,Assistant Professor,High Net Worth,N,No,0.0,0.0,2170.0,6.424242424242424,5.0,5.730803177405119,5.716818,41,8,6220.21
12646,14,1243,2017-04-08,True,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,2003-08-05,Male,Research Assistant II,Mass Customer,N,No,8.0,0.0,2155.0,6.428571428571429,5.230769230769231,5.730803177405119,5.608695652173913,70,10,11625.08
12647,77,294,2017-02-17,True,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,2006-02-02,Male,Recruiting Manager,High Net Worth,N,No,5.0,0.0,3030.0,6.193548387096774,5.090909090909091,5.730803177405119,5.62051282051282,115,7,8719.14
12648,37,1098,2017-07-08,False,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1999-07-20,Female,Administrative Assistant IV,Mass Customer,N,Yes,12.0,28.0,2160.0,6.4,6.083333333333333,6.043478260869565,5.955056179775281,8,8,7594.29
12649,40,1636,2017-01-21,True,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,2015-10-18,Female,Chemical Engineer,High Net Worth,N,Yes,5.0,37.0,2478.0,5.735294117647059,5.0,5.545454545454546,5.62051282051282,40,5,6065.61
12650,54,917,2017-08-26,False,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,2009-04-12,Male,VP Product Management,Mass Customer,N,No,19.0,0.0,3188.0,5.766666666666667,6.4,5.730803177405119,5.978571428571429,35,8,7452.88
12651,80,1943,2017-02-19,False,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,2015-08-10,Male,Senior Cost Accountant,Affluent Customer,N,Yes,13.0,32.0,2043.0,5.0,5.333333333333333,5.580246913580247,5.624277456647399,299,3,2075.7799999999997
12653,74,2057,2017-01-04,True,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,2015-08-10,Female,Accounting Assistant IV,Affluent Customer,N,Yes,15.0,0.0,3182.0,5.6,6.0,5.730803177405119,5.9869281045751634,16,6,6889.26
12654,43,597,2017-10-30,True,Approved,Solex,Standard,medium,medium,1151.96,649.49,1999-12-04,Female,Recruiter,Mass Customer,N,No,6.0,0.0,3137.0,5.866666666666666,5.0,5.730803177405119,5.882716049382716,61,5,4299.400000000001
12655,30,817,2017-12-14,False,Approved,Solex,Standard,high,medium,748.17,448.9,2006-11-10,Male,Editor,Mass Customer,N,Yes,6.0,25.0,3976.0,5.5625,4.333333333333333,5.4375,5.882716049382716,16,5,5340.0
12656,5,261,2017-02-27,True,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,2011-08-29,Male,Structural Engineer,Mass Customer,N,No,8.0,40.0,2346.0,4.911764705882353,9.0,5.849162011173185,5.608695652173913,50,9,9137.67
12657,61,3079,2017-06-05,False,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,2015-06-17,Male,Legal Assistant,Mass Customer,N,Yes,20.0,0.0,2176.0,5.972972972972973,5.076923076923077,5.730803177405119,5.659090909090909,131,4,4030.71
12659,44,1562,2017-09-21,True,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,2012-06-04,Female,Staff Scientist,Affluent Customer,N,Yes,3.0,33.0,2145.0,5.64,4.62962962962963,5.75,5.767605633802817,100,3,4066.11
12660,34,1913,2017-09-12,False,Approved,Norco Bicycles,Road,high,large,774.53,464.72,1999-07-20,Female,Dental Hygienist,Mass Customer,N,Yes,17.0,44.0,2299.0,5.483870967741935,7.5,5.544642857142857,5.933734939759036,42,13,8621.87
12661,39,3084,2017-06-21,False,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,2008-03-19,Female,Staff Scientist,Affluent Customer,N,Yes,16.0,0.0,4305.0,5.64,5.3,5.730803177405119,5.675531914893617,15,6,7652.58
12662,67,840,2017-05-05,False,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,2000-05-22,Male,VP Sales,Affluent Customer,N,Yes,19.0,0.0,4413.0,5.103448275862069,8.333333333333334,5.730803177405119,5.978571428571429,38,6,8144.96
12663,47,1064,2017-05-22,True,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,1997-02-09,Male,Librarian,Affluent Customer,N,Yes,8.0,40.0,2223.0,5.5,5.666666666666667,5.849162011173185,5.608695652173913,139,3,5404.67
12665,21,2701,2017-02-26,True,Approved,Solex,Standard,medium,large,1071.23,380.74,2011-05-07,Female,Dental Hygienist,Affluent Customer,N,Yes,7.0,0.0,3280.0,5.483870967741935,8.0,5.730803177405119,5.862068965517241,52,9,11558.89
12666,64,3482,2017-07-10,False,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,2010-08-20,Female,Clinical Specialist,Affluent Customer,N,Yes,2.0,17.0,4069.0,6.448275862068965,7.0,5.358974358974359,5.661538461538462,27,8,11842.05
12667,89,1594,2017-12-30,True,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,2016-07-09,Male,Human Resources Manager,Mass Customer,N,No,7.0,36.0,2100.0,5.190476190476191,7.0,5.871428571428571,5.862068965517241,0,6,8475.63
12668,95,3454,2017-05-30,True,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,2003-09-10,Male,Web Designer III,Mass Customer,N,No,18.0,0.0,4151.0,6.5,7.75,5.730803177405119,5.48,115,5,5561.38
12669,89,2454,2017-11-03,False,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,2002-10-10,Female,Senior Sales Associate,Mass Customer,N,Yes,12.0,0.0,2164.0,6.666666666666667,5.0,5.730803177405119,5.955056179775281,29,11,11914.73
12670,66,695,2017-01-19,True,Approved,Solex,Standard,medium,medium,1163.89,589.27,2016-07-09,Male,Engineer II,High Net Worth,N,No,11.0,40.0,2745.0,6.0,5.8,5.849162011173185,5.649484536082475,16,8,10407.64
12671,33,2337,2017-02-17,False,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,1992-10-11,Female,Programmer Analyst II,Mass Customer,N,No,1.0,17.0,2477.0,6.222222222222222,4.666666666666667,5.358974358974359,5.879194630872483,172,3,2169.36
12672,31,2028,2017-07-09,False,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,2003-03-18,Female,Director of Sales,Affluent Customer,N,Yes,18.0,41.0,2148.0,5.6923076923076925,5.421052631578948,5.782608695652174,5.48,40,7,7274.75
12673,51,3223,2017-03-27,True,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,1993-07-20,U,Database Administrator III,Mass Customer,N,Yes,0.0,0.0,2021.0,5.416666666666667,6.333333333333333,5.730803177405119,5.716818,14,8,8793.49
12675,74,2031,2017-05-02,False,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,2000-05-22,Male,Geologist III,Mass Customer,N,No,12.0,30.0,3030.0,5.833333333333333,5.090909090909091,5.651515151515151,5.955056179775281,19,4,4477.1900000000005
12676,85,382,2017-09-25,False,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,1999-07-26,Male,Research Nurse,Mass Customer,N,Yes,7.0,32.0,2162.0,6.258064516129032,9.0,5.580246913580247,5.862068965517241,35,7,6536.92
12677,10,2811,2017-04-05,True,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,2014-03-03,Female,Internal Auditor,Mass Customer,N,No,22.0,41.0,2141.0,5.75,5.0,5.782608695652174,5.3125,25,5,4456.35
12679,10,799,2017-02-06,False,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,1994-09-09,U,Programmer I,Mass Customer,N,Yes,0.0,0.0,2756.0,6.0,5.4,5.730803177405119,5.716818,10,11,14399.89
12681,29,2360,2017-12-03,False,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,2013-06-09,Female,VP Accounting,High Net Worth,N,Yes,5.0,43.0,2227.0,5.37037037037037,6.0,5.610687022900764,5.62051282051282,27,6,8601.41
12682,3,1150,2017-09-18,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2011-01-10,Female,Information Systems Manager,Mass Customer,N,Yes,13.0,42.0,4502.0,5.806451612903226,5.0,5.783505154639175,5.624277456647399,103,5,8439.82
12683,37,322,2017-02-18,True,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,2011-05-09,Female,Research Associate,Mass Customer,N,Yes,11.0,40.0,4350.0,5.523809523809524,6.0,5.849162011173185,5.649484536082475,1,12,14782.23
12684,49,2821,2017-02-10,True,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,2012-06-04,Male,Human Resources Assistant III,Affluent Customer,N,No,11.0,32.0,2099.0,6.0,6.466666666666667,5.580246913580247,5.649484536082475,51,5,4455.08
12686,73,486,2017-05-24,False,Approved,Solex,Standard,medium,medium,1945.43,333.18,2006-05-22,Female,Technical Writer,Affluent Customer,N,Yes,15.0,0.0,3141.0,5.354838709677419,4.25,5.730803177405119,5.9869281045751634,91,5,7323.58
12687,57,3373,2017-04-24,False,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1991-01-21,Female,Research Associate,Mass Customer,N,No,5.0,26.0,2060.0,5.523809523809524,6.0,5.4523809523809526,5.62051282051282,44,5,6773.370000000001
12689,13,389,2017-03-18,False,Approved,Solex,Standard,medium,medium,1163.89,589.27,1996-04-05,Female,Help Desk Operator,Affluent Customer,N,Yes,17.0,42.0,2047.0,6.576923076923077,6.5,5.783505154639175,5.933734939759036,113,6,3948.4300000000003
12691,18,1860,2017-02-01,False,Approved,Solex,Standard,medium,medium,575.27,431.45,1993-10-02,Female,Nuclear Power Engineer,Mass Customer,N,Yes,17.0,41.0,4500.0,6.40625,4.666666666666667,5.782608695652174,5.933734939759036,11,6,7424.78
12693,19,778,2017-02-02,True,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,2011-08-29,Male,Assistant Professor,High Net Worth,N,No,13.0,41.0,2137.0,6.424242424242424,5.166666666666667,5.782608695652174,5.624277456647399,33,5,6292.889999999999
12694,89,1550,2017-11-18,False,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,2016-03-29,Female,Programmer Analyst II,Mass Customer,N,Yes,12.0,31.0,2153.0,6.222222222222222,6.035714285714286,5.479591836734694,5.955056179775281,42,6,5181.85
12695,23,1080,2017-08-25,False,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,1999-06-23,Female,Speech Pathologist,Mass Customer,N,Yes,2.0,18.0,4220.0,6.258064516129032,5.1,5.576923076923077,5.661538461538462,47,3,3133.43
12696,50,3043,2017-09-07,True,Approved,WeareA2B,Standard,medium,small,175.89,131.92,2012-04-10,Female,Legal Assistant,Mass Customer,N,Yes,18.0,36.0,2217.0,5.972972972972973,6.444444444444445,5.871428571428571,5.48,11,4,4497.96
12697,31,558,2017-10-27,False,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,2006-11-10,Female,Programmer Analyst III,Mass Customer,N,No,8.0,44.0,3016.0,5.888888888888889,4.5,5.544642857142857,5.608695652173913,35,7,6984.320000000001
12698,36,1755,2017-09-20,True,Approved,Solex,Standard,low,medium,945.04,507.58,1995-12-19,Female,Tax Accountant,Mass Customer,N,No,20.0,31.0,2047.0,5.324324324324325,6.5,5.479591836734694,5.659090909090909,48,6,6597.55
12699,82,333,2017-06-26,True,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,1997-08-25,Female,Sales Associate,Affluent Customer,N,Yes,8.0,0.0,4213.0,5.586206896551724,5.666666666666667,5.730803177405119,5.608695652173913,22,7,6422.91
12700,34,2890,2017-10-05,False,Approved,Norco Bicycles,Road,high,large,774.53,464.72,1994-07-12,Male,Speech Pathologist,Affluent Customer,N,Yes,20.0,0.0,2018.0,6.258064516129032,7.6,5.730803177405119,5.659090909090909,86,7,8037.32
12701,35,1152,2017-07-24,False,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,2008-03-19,Male,Business Systems Development Analyst,Mass Customer,N,Yes,3.0,19.0,4551.0,5.525,6.083333333333333,5.647887323943662,5.767605633802817,24,8,9434.77
12702,0,2971,2017-12-03,True,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,2004-08-17,Female,Marketing Assistant,High Net Worth,N,Yes,8.0,0.0,2064.0,5.5,4.6,5.730803177405119,5.608695652173913,27,3,2449.96
12705,4,1415,2017-11-03,True,Approved,Solex,Standard,medium,medium,1483.2,99.59,1995-10-24,Female,Executive Secretary,High Net Worth,N,Yes,3.0,19.0,2774.0,5.777777777777778,5.0,5.647887323943662,5.767605633802817,57,4,4962.58
12706,35,688,2017-03-05,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2016-11-14,Male,Junior Executive,High Net Worth,N,No,9.0,0.0,3155.0,5.774193548387097,4.0,5.730803177405119,5.718390804597701,81,4,5647.04
12707,14,561,2017-10-21,False,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,2003-08-05,Female,Tax Accountant,Mass Customer,N,No,12.0,40.0,2560.0,5.324324324324325,5.1,5.849162011173185,5.955056179775281,28,6,5776.22
12708,25,357,2017-05-01,True,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,2016-02-04,Female,Director of Sales,Affluent Customer,N,No,18.0,0.0,3199.0,5.6923076923076925,4.875,5.730803177405119,5.48,15,8,8779.220000000001
12709,12,3246,2017-09-22,True,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,1996-11-09,Female,Senior Cost Accountant,Mass Customer,N,Yes,4.0,0.0,4007.0,5.0,4.5,5.730803177405119,5.529761904761905,99,5,6186.950000000001
12710,54,729,2017-09-29,False,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,2015-08-10,Female,Analog Circuit Design manager,Affluent Customer,N,No,11.0,44.0,3150.0,5.666666666666667,8.5,5.544642857142857,5.649484536082475,1,10,15826.0
12712,17,250,2017-09-13,True,Approved,Solex,Standard,high,medium,1024.66,614.8,2013-03-12,Male,Legal Assistant,Mass Customer,N,Yes,13.0,29.0,2040.0,5.972972972972973,6.0,5.454545454545454,5.624277456647399,31,7,9866.27
12713,3,1797,2017-07-09,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2012-09-15,Male,Assistant Professor,Mass Customer,N,No,8.0,43.0,3075.0,6.424242424242424,6.25,5.610687022900764,5.608695652173913,54,11,10502.99
12714,63,999,2017-10-15,False,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,2004-07-25,Female,Recruiting Manager,High Net Worth,N,No,4.0,29.0,3073.0,6.193548387096774,5.75,5.454545454545454,5.529761904761905,54,10,14662.14
12715,81,1717,2017-11-14,False,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,1991-07-10,Male,Civil Engineer,Mass Customer,N,No,6.0,39.0,3205.0,5.722222222222222,4.75,5.946524064171123,5.882716049382716,46,4,3349.03
12716,32,440,2017-01-30,False,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,2002-03-22,Female,Business Systems Development Analyst,Mass Customer,N,No,10.0,40.0,2259.0,5.525,5.555555555555555,5.849162011173185,5.564971751412429,11,8,7773.05
12717,90,2516,2017-01-31,True,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,2005-05-10,Female,Registered Nurse,Mass Customer,N,No,19.0,0.0,4070.0,5.323529411764706,5.666666666666667,5.730803177405119,5.978571428571429,83,3,1978.9299999999998
12718,30,117,2017-04-12,True,Approved,Solex,Standard,high,medium,748.17,448.9,2015-04-11,Female,Marketing Manager,Mass Customer,N,No,15.0,35.0,4226.0,5.782608695652174,5.9,5.583333333333333,5.9869281045751634,5,10,12856.83
12719,17,2184,2017-03-21,False,Approved,Solex,Standard,high,medium,1024.66,614.8,1996-11-09,Male,Statistician III,Mass Customer,N,No,11.0,0.0,2147.0,6.333333333333333,6.235294117647059,5.730803177405119,5.649484536082475,37,11,13468.26
12720,37,3130,2017-09-19,True,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1999-07-20,Female,VP Product Management,Mass Customer,N,No,17.0,0.0,4503.0,5.766666666666667,5.933333333333334,5.730803177405119,5.933734939759036,0,5,6539.6
12721,66,1427,2017-01-06,False,Approved,Solex,Standard,medium,medium,1163.89,589.27,2016-07-09,Male,Environmental Specialist,High Net Worth,N,No,8.0,24.0,2761.0,5.608695652173913,6.416666666666667,5.320754716981132,5.608695652173913,59,6,6354.3
12722,7,2153,2017-08-13,True,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,2004-09-28,Male,Financial Analyst,Mass Customer,N,No,10.0,31.0,4165.0,6.166666666666667,6.444444444444445,5.479591836734694,5.564971751412429,76,8,8239.72
12723,0,3293,2017-06-25,True,Approved,OHM Cycles,Road,high,large,12.01,7.21,2009-03-08,Female,Automation Specialist IV,High Net Worth,N,No,17.0,31.0,2130.0,5.6,5.0,5.479591836734694,5.933734939759036,0,5,4716.33
12724,65,1060,2017-06-01,False,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,2015-04-11,Female,Associate Professor,Affluent Customer,N,Yes,13.0,0.0,2112.0,5.514285714285714,5.375,5.730803177405119,5.624277456647399,187,6,9606.77
12725,2,378,2017-08-12,True,Approved,Solex,Standard,medium,medium,71.49,53.62,2012-12-02,Female,Senior Developer,Mass Customer,N,No,17.0,43.0,2203.0,5.117647058823529,6.0,5.610687022900764,5.933734939759036,124,7,5827.91
12727,73,2113,2017-11-27,True,Approved,Solex,Standard,medium,medium,1945.43,333.18,2002-08-31,Female,Internal Auditor,Affluent Customer,N,No,17.0,0.0,4128.0,5.75,4.666666666666667,5.730803177405119,5.933734939759036,33,4,4987.47
12728,94,3403,2017-08-19,True,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,2013-06-09,Female,Senior Financial Analyst,Mass Customer,N,Yes,2.0,23.0,3028.0,5.366666666666666,4.428571428571429,5.538461538461538,5.661538461538462,133,4,4516.0199999999995
12729,52,647,2017-11-18,True,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,2015-08-02,Male,Assistant Manager,Mass Customer,N,Yes,10.0,0.0,3171.0,5.538461538461538,9.0,5.730803177405119,5.564971751412429,42,9,10703.609999999999
12730,4,115,2017-02-15,True,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,2005-08-09,Male,Account Executive,Mass Customer,N,No,18.0,36.0,3844.0,5.6,6.5,5.871428571428571,5.48,14,8,8398.18
12732,71,2289,2017-05-31,True,Approved,Solex,Standard,high,large,1842.92,1105.75,2014-10-10,Female,Research Nurse,Affluent Customer,N,Yes,13.0,37.0,3630.0,6.258064516129032,5.6923076923076925,5.545454545454546,5.624277456647399,59,5,6450.51
12733,23,756,2017-04-15,False,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,2011-05-07,Female,Computer Systems Analyst IV,Mass Customer,N,Yes,16.0,43.0,3750.0,5.846153846153846,6.0,5.610687022900764,5.675531914893617,25,6,3859.17
12734,58,3141,2017-03-09,True,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,2011-08-24,Female,Associate Professor,Mass Customer,N,Yes,3.0,22.0,4151.0,5.514285714285714,7.75,6.186046511627907,5.767605633802817,70,7,3596.67
12735,45,742,2017-12-20,True,Approved,Solex,Standard,medium,medium,441.49,84.99,1993-04-12,Male,Senior Developer,Mass Customer,N,No,15.0,0.0,2100.0,5.117647058823529,7.0,5.730803177405119,5.9869281045751634,10,6,6918.96
12736,9,1936,2017-01-03,True,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,2004-08-17,Female,Junior Executive,Mass Customer,N,Yes,12.0,0.0,3338.0,5.774193548387097,4.75,5.730803177405119,5.955056179775281,77,8,9673.2
12737,88,3173,2017-10-17,False,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,2000-11-03,Male,Computer Systems Analyst I,Mass Customer,N,Yes,1.0,16.0,3690.0,5.642857142857143,6.0,5.793103448275862,5.879194630872483,45,6,8425.04
12738,47,2701,2017-11-08,False,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,2001-11-25,Female,Dental Hygienist,Affluent Customer,N,Yes,7.0,0.0,3280.0,5.483870967741935,8.0,5.730803177405119,5.862068965517241,52,9,11558.89
12739,29,1070,2017-11-01,True,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,2016-11-22,Male,Account Representative IV,Mass Customer,N,No,1.0,22.0,4300.0,4.916666666666667,6.5625,6.186046511627907,5.879194630872483,0,4,5754.66
12741,36,615,2017-10-25,True,Approved,Solex,Standard,low,medium,945.04,507.58,1995-12-19,Female,Human Resources Assistant I,Mass Customer,N,No,19.0,0.0,4120.0,5.375,4.666666666666667,5.730803177405119,5.978571428571429,42,4,6230.81
12742,57,195,2017-11-18,True,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1994-09-09,Female,Project Manager,Mass Customer,N,No,6.0,0.0,3143.0,5.416666666666667,6.25,5.730803177405119,5.882716049382716,0,7,12479.46
12743,30,1861,2017-09-20,False,Approved,Solex,Standard,high,medium,748.17,448.9,1995-12-19,Female,Geological Engineer,Mass Customer,N,Yes,8.0,0.0,2770.0,5.375,6.083333333333333,5.730803177405119,5.608695652173913,29,6,7073.07
12745,57,2144,2017-03-18,False,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,2012-05-18,Female,Office Assistant IV,Mass Customer,N,Yes,9.0,39.0,2650.0,6.666666666666667,6.5,5.946524064171123,5.718390804597701,67,8,10452.24
12746,25,124,2017-06-30,False,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,1993-07-20,Female,Administrative Assistant II,High Net Worth,N,Yes,5.0,22.0,3074.0,8.0,7.666666666666667,6.186046511627907,5.62051282051282,2,7,8272.15
12747,70,17,2017-10-11,True,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,2000-05-22,Male,Sales Associate,Affluent Customer,N,Yes,15.0,0.0,3058.0,5.586206896551724,7.5,5.730803177405119,5.9869281045751634,0,5,4676.1900000000005
12749,18,2597,2017-01-06,False,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,2004-12-18,Female,Civil Engineer,High Net Worth,N,Yes,11.0,37.0,4217.0,5.722222222222222,6.0,5.545454545454546,5.649484536082475,5,6,7670.71
12750,1,318,2017-12-21,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2016-11-14,Female,Programmer III,Affluent Customer,N,Yes,18.0,0.0,2365.0,5.714285714285714,7.0,5.730803177405119,5.48,9,7,9276.07
12751,57,310,2017-08-07,True,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,2011-08-24,Female,Account Coordinator,Mass Customer,N,Yes,18.0,32.0,2450.0,5.72,5.777777777777778,5.580246913580247,5.48,8,7,9065.04
12752,94,3057,2017-06-05,True,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,2013-06-09,Female,Executive Secretary,Mass Customer,N,No,9.0,41.0,2031.0,5.777777777777778,5.384615384615385,5.782608695652174,5.718390804597701,28,7,9733.55
12754,54,1345,2017-09-25,False,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,2009-04-12,Male,Senior Sales Associate,Mass Customer,N,No,12.0,0.0,3677.0,6.666666666666667,8.166666666666666,5.730803177405119,5.955056179775281,43,6,8121.72
12755,36,2240,2017-09-09,False,Approved,Solex,Standard,low,medium,1289.85,74.51,2012-06-04,Male,Automation Specialist III,High Net Worth,N,Yes,16.0,0.0,3043.0,7.0,7.833333333333333,5.730803177405119,5.675531914893617,31,12,13961.45
12756,16,512,2017-01-26,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,1994-09-09,Male,VP Accounting,Mass Customer,N,No,6.0,0.0,3156.0,5.37037037037037,4.9,5.730803177405119,5.882716049382716,95,4,4233.95
12757,1,2590,2017-05-12,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,1997-08-25,Female,General Manager,Affluent Customer,N,Yes,11.0,0.0,2102.0,5.4,6.25,5.730803177405119,5.649484536082475,50,6,8720.42
12760,3,105,2017-10-02,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2003-07-21,Female,Recruiting Manager,Mass Customer,N,No,1.0,16.0,2155.0,6.193548387096774,5.230769230769231,5.793103448275862,5.879194630872483,89,4,6234.35
12761,21,3303,2017-12-10,False,Approved,Solex,Standard,medium,large,1071.23,380.74,1993-07-15,Male,Structural Engineer,Affluent Customer,N,Yes,11.0,0.0,3130.0,4.911764705882353,6.375,5.730803177405119,5.649484536082475,20,5,4834.35
12762,70,2019,2017-05-07,True,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,1991-05-06,Female,VP Marketing,High Net Worth,N,No,17.0,0.0,4825.0,6.925925925925926,7.0,5.730803177405119,5.933734939759036,52,9,10876.279999999999
12763,78,2081,2017-08-25,False,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,2004-07-25,Female,Senior Editor,Mass Customer,N,No,13.0,0.0,2067.0,5.130434782608695,5.666666666666667,5.730803177405119,5.624277456647399,11,5,5586.19
12764,61,3013,2017-01-11,False,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,1991-07-10,Female,Office Assistant III,High Net Worth,N,No,6.0,0.0,4115.0,6.285714285714286,4.6,5.730803177405119,5.882716049382716,4,9,8161.56
12765,0,2171,2017-11-26,False,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,2003-09-10,Female,Pharmacist,High Net Worth,N,No,10.0,0.0,2138.0,5.84,5.285714285714286,5.730803177405119,5.564971751412429,34,6,4500.04
